 78 -0.309017 0.95105654 0
 138 -0.20601134 0.6340377 1
 198 -0.20601134 0.6340377 0
 19 -0.40673664 0.9135454 1
 79 -0.40673664 0.9135454 0
 139 -0.27115777 0.6090303 1
 199 -0.27115777 0.6090303 0
 20 -0.5 0.8660254 1
 80 -0.5 0.8660254 0
 140 -0.33333334 0.57735026 1
 200 -0.33333334 0.57735026 0
 21 -0.58778524 0.809017 1
 81 -0.58778524 0.809017 0
 141 -0.39185685 0.53934467 1
 201 -0.39185685 0.53934467 0
 22 -0.6691306 0.7431448 1
 82 -0.6691306 0.7431448 0
 142 -0.4460871 0.4954299 1
 202 -0.4460871 0.4954299 0
 23 -0.7431448 0.6691306 1
 83 -0.7431448 0.6691306 0
 143 -0.4954299 0.4460871 1
 203 -0.4954299 0.4460871 0
 24 -0.809017 0.58778524 1
 84 -0.809017 0.58778524 0
 144 -0.53934467 0.39185685 1
 204 -0.53934467 0.39185685 0
 25 -0.8660254 0.5 1
 85 -0.8660254 0.5 0
 145 -0.57735026 0.33333334 1
 205 -0.57735026 0.33333334 0
 26 -0.9135454 0.40673664 1
 86 -0.9135454 0.40673664 0
 146 -0.6090303 0.27115777 1
 206 -0.6090303 0.27115777 0
 27 -0.95105654 0.309017 1
 87 -0.95105654 0.309017 0
 147 -0.6340377 0.20601134 1
 207 -0.6340377 0.20601134 0
 28 -0.9781476 0.20791169 1
 88 -0.9781476 0.20791169 0
 148 -0.6520984 0.1386078 1
 208 -0.6520984 0.1386078 0
 29 -0.9945219 0.104528464 1
 89 -0.9945219 0.104528464 0
 149 -0.6630146 0.069685645 1
 209 -0.6630146 0.069685645 0
 30 -1.0 0.0 1
 90 -1.0 0.0 0
 150 -0.6666667 0.0 1
 210 -0.6666667 0.0 0
 31 -0.9945219 -0.104528464 1
 91 -0.9945219 -0.104528464 0
 151 -0.6630146 -0.069685645 1
 211 -0.6630146 -0.069685645 0
 32 -0.9781476 -0.20791169 1
 92 -0.9781476 -0.20791169 0
 152 -0.6520984 -0.1386078 1
 212 -0.6520984 -0.1386078 0
 33 -0.95105654 -0.309017 1
 93 -0.95105654 -0.309017 0
 153 -0.6340377 -0.20601134 1
 213 -0.6340377 -0.20601134 0
 34 -0.9135454 -0.40673664 1
 94 -0.9135454 -0.40673664 0
 154 -0.6090303 -0.27115777 1
 214 -0.6090303 -0.27115777 0
 35 -0.8660254 -0.5 1
 95 -0.8660254 -0.5 0
 155 -0.57735026 -0.33333334 1
 215 -0.57735026 -0.33333334 0
 36 -0.809017 -0.58778524 1
 96 -0.809017 -0.58778524 0
 156 -0.53934467 -0.39185685 1
 216 -0.53934467 -0.39185685 0
 37 -0.7431448 -0.6691306 1
 97 -0.7431448 -0.6691306 0
 157 -0.4954299 -0.4460871 1
 217 -0.4954299 -0.4460871 0
 38 -0.6691306 -0.7431448 1
 98 -0.6691306 -0.7431448 0
 158 -0.4460871 -0.4954299 1
 218 -0.4460871 -0.4954299 0
 39 -0.58778524 -0.809017 1
 99 -0.58778524 -0.809017 0
 159 -0.39185685 -0.53934467 1
 219 -0.39185685 -0.53934467 0
 40 -0.5 -0.8660254 1
 100 -0.5 -0.8660254 0
 160 -0.33333334 -0.57735026 1
 220 -0.33333334 -0.57735026 0
 41 -0.40673664 -0.9135454 1
 101 -0.40673664 -0.9135454 0
 161 -0.27115777 -0.6090303 1
 221 -0.27115777 -0.6090303 0
 42 -0.309017 -0.95105654 1
 102 -0.309017 -0.95105654 0
 162 -0.20601134 -0.6340377 1
 222 -0.20601134 -0.6340377 0
 43 -0.20791169 -0.9781476 1
 103 -0.20791169 -0.9781476 0
 163 -0.1386078 -0.6520984 1
 223 -0.1386078 -0.6520984 0
 44 -0.104528464 -0.9945219 1
 104 -0.104528464 -0.9945219 0
 164 -0.069685645 -0.6630146 1
 224 -0.069685645 -0.6630146 0
 45 0.0 -1.0 1
 105 0.0 -1.0 0
 165 0.0 -0.6666667 1
 225 0.0 -0.6666667 0
 46 0.104528464 -0.9945219 1
 106 0.104528464 -0.9945219 0
 166 0.069685645 -0.6630146 1
 226 0.069685645 -0.6630146 0
 47 0.20791169 -0.9781476 1
 107 0.20791169 -0.9781476 0
 167 0.1386078 -0.6520984 1
 227 0.1386078 -0.6520984 0
 48 0.309017 -0.95105654 1
 108 0.309017 -0.95105654 0
 168 0.20601134 -0.6340377 1
 228 0.20601134 -0.6340377 0
 49 0.40673664 -0.9135454 1
 109 0.40673664 -0.9135454 0
 169 0.27115777 -0.6090303 1
 229 0.27115777 -0.6090303 0
 50 0.5 -0.8660254 1
 110 0.5 -0.8660254 0
 170 0.33333334 -0.57735026 1
 230 0.33333334 -0.57735026 0
 51 0.58778524 -0.809017 1
 111 0.58778524 -0.809017 0
 171 0.39185685 -0.53934467 1
 231 0.39185685 -0.53934467 0
 52 0.6691306 -0.7431448 1
 112 0.6691306 -0.7431448 0
 172 0.4460871 -0.4954299 1
 232 0.4460871 -0.4954299 0
 53 0.7431448 -0.6691306 1
 113 0.7431448 -0.6691306 0
 173 0.4954299 -0.4460871 1
 233 0.4954299 -0.4460871 0
 54 0.809017 -0.58778524 1
 114 0.809017 -0.58778524 0
 174 0.53934467 -0.39185685 1
 234 0.53934467 -0.39185685 0
 55 0.8660254 -0.5 1
 115 0.8660254 -0.5 0
 175 0.57735026 -0.33333334 1
 235 0.57735026 -0.33333334 0
 56 0.9135454 -0.40673664 1
 116 0.9135454 -0.40673664 0
 176 0.6090303 -0.27115777 1
 236 0.6090303 -0.27115777 0
 57 0.95105654 -0.309017 1
 117 0.95105654 -0.309017 0
 177 0.6340377 -0.20601134 1
 237 0.6340377 -0.20601134 0
 58 0.9781476 -0.20791169 1
 118 0.9781476 -0.20791169 0
 178 0.6520984 -0.1386078 1
 238 0.6520984 -0.1386078 0
 59 0.9945219 -0.104528464 1
 119 0.9945219 -0.104528464 0
 179 0.6630146 -0.069685645 1
 239 0.6630146 -0.069685645 0
 60 1.0 0.0 1
 120 1.0 0.0 0
 180 0.6666667 0.0 1
 240 0.6666667 0.0 0
Faces:
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 -180 179 178 177 176 175 174 173 172 171 170 169 168 167 166 165 164 163 162 161 160 159 158 157 156 155 154 153 152 151 150 149 148 147 146 145 144 143 142 141 140 139 138 137 136 135 134 133 132 131 130 129 128 127 126 125 124 123 122 121 180 -60.
 120 119 118 117 116 115 114 113 112 111 110 109 108 107 106 105 104 103 102 101 100 99 98 97 96 95 94 93 92 91 90 89 88 87 86 85 84 83 82 81 80 79 78 77 76 75 74 73 72 71 70 69 68 67 66 65 64 63 62 61 -181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 201 202 203 204 205 206 207 208 209 210 211 212 213 214 215 216 217 218 219 220 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 236 237 238 239 240 181 -61.
 121 180 240 181.
 122 180 240 182.
 123 180 240 183.
 124 180 240 184.
 125 180 240 185.
 126 180 240 186.
 127 180 240 187.
 128 180 240 188.
 129 180 240 189.
 130 180 240 190.
 131 180 240 191.
 132 180 240 192.
 133 180 240 193.
 134 180 240 194.
 135 180 240 195.
 136 180 240 196.
 137 180 240 197.
 138 180 240 198.
 139 180 240 199.
 140 180 240 200.
 141 180 240 201.
 142 180 240 202.
 143 180 240 203.
 144 180 240 204.
 145 180 240 205.
 146 180 240 206.
 147 180 240 207.
 148 180 240 208.
 149 180 240 209.
 150 180 240 210.
 151 180 240 211.
 152 180 240 212.
 153 180 240 213.
 154 180 240 214.
 155 180 240 215.
 156 180 240 216.
 157 180 240 217.
 158 180 240 218.
 159 180 240 219.
 160 180 240 220.
 161 180 240 221.
 162 180 240 222.
 163 180 240 223.
 164 180 240 224.
 165 180 240 225.
 166 180 240 226.
 167 180 240 227.
 168 180 240 228.
 169 180 240 229.
 170 180 240 230.
 171 180 240 231.
 172 180 240 232.
 173 180 240 233.
 174 180 240 234.
 175 180 240 235.
 176 180 240 236.
 177 180 240 237.
 178 180 240 238.
 179 180 240 239.
 180 180 240 240.
